,artist,subgenre,genre,master_genre
13113,Turtles,brill building pop,Pop music,Rock music
13114,Turtles,british blues,Blues music,Rock music
13115,Turtles,bubblegum pop,Pop music,Rock music
13116,Turtles,classic rock,Rock music,Rock music
13117,Turtles,folk rock,Rock music,Rock music
13118,Turtles,mellow gold,,Rock music
13119,Turtles,psychedelic rock,Rock music,Rock music
13120,Turtles,rock,Rock music,Rock music
13121,Turtles,rock-and-roll,,Rock music
13122,Turtles,rockabilly,Fusion music,Rock music
13123,Turtles,singer-songwriter,,Rock music
13124,Turtles,soft rock,Rock music,Rock music
13125,Dells,chicago soul,Blues music,Jazz
13126,Dells,doo-wop,,Jazz
13127,Dells,memphis soul,Blues music,Jazz
13128,Dells,motown,,Jazz
13129,Dells,northern soul,Jazz,Jazz
13130,Dells,quiet storm,,Jazz
13131,Dells,soul,Jazz,Jazz
13132,Dells,soul blues,Blues music,Jazz
13133,Dells,soul christmas,Jazz,Jazz
13134,Dells,southern soul,Gospel music,Jazz
13135,Gary Puckett and The Union Gap,brill building pop,Pop music,Pop music
13136,Gary Puckett and The Union Gap,bubblegum pop,Pop music,Pop music
13137,Gary Puckett and The Union Gap,folk rock,Rock music,Pop music
13138,Gary Puckett and The Union Gap,merseybeat,,Pop music
13139,Crazy Elephant,bubblegum pop,Pop music,Rock music
13140,Crazy Elephant,classic garage rock,Rock music,Rock music
13141,Crazy Elephant,merseybeat,,Rock music
13142,Paul Revere and The Raiders,brill building pop,Pop music,Rock music
13143,Paul Revere and The Raiders,british blues,Blues music,Rock music
13144,Paul Revere and The Raiders,bubblegum pop,Pop music,Rock music
13145,Paul Revere and The Raiders,classic garage rock,Rock music,Rock music
13146,Paul Revere and The Raiders,folk rock,Rock music,Rock music
13147,Paul Revere and The Raiders,freakbeat,Rock music,Rock music
13148,Paul Revere and The Raiders,merseybeat,,Rock music
13149,Paul Revere and The Raiders,protopunk,,Rock music
13150,Paul Revere and The Raiders,psychedelic rock,Rock music,Rock music
13151,Box Tops,brill building pop,Pop music,Rock music
13152,Box Tops,bubblegum pop,Pop music,Rock music
13153,Box Tops,classic rock,Rock music,Rock music
13154,Box Tops,folk rock,Rock music,Rock music
13155,Box Tops,merseybeat,,Rock music
13156,Box Tops,psychedelic rock,Rock music,Rock music
13157,Box Tops,rock-and-roll,,Rock music
13158,Box Tops,rockabilly,Fusion music,Rock music
13159,Paul Mauriat,easy listening,Pop music,Pop music
13160,Otis Redding,adult standards,Pop music,Jazz
13161,Otis Redding,brill building pop,Pop music,Jazz
13162,Otis Redding,chicago soul,Blues music,Jazz
13163,Otis Redding,christmas,,Jazz
13164,Otis Redding,classic funk rock,Rock music,Jazz
13165,Otis Redding,disco,House music,Jazz
13166,Otis Redding,funk,Jazz,Jazz
13167,Otis Redding,funk rock,Fusion music,Jazz
13168,Otis Redding,jazz blues,Jazz,Jazz
13169,Otis Redding,memphis soul,Blues music,Jazz
13170,Otis Redding,motown,,Jazz
13171,Otis Redding,quiet storm,,Jazz
13172,Otis Redding,rock-and-roll,,Jazz
13173,Otis Redding,rockabilly,Fusion music,Jazz
13174,Otis Redding,singer-songwriter,,Jazz
13175,Otis Redding,soul,Jazz,Jazz
13176,Otis Redding,soul blues,Blues music,Jazz
13177,Otis Redding,soul christmas,Jazz,Jazz
13178,Otis Redding,southern soul,Gospel music,Jazz
13179,Cream,album rock,Rock music,Rock music
13180,Cream,art rock,Rock music,Rock music
13181,Cream,blues-rock,,Rock music
13182,Cream,british blues,Blues music,Rock music
13183,Cream,classic funk rock,Rock music,Rock music
13184,Cream,classic rock,Rock music,Rock music
13185,Cream,electric blues,Blues music,Rock music
13186,Cream,folk rock,Rock music,Rock music
13187,Cream,hard rock,Rock music,Rock music
13188,Cream,mellow gold,,Rock music
13189,Cream,psychedelic rock,Rock music,Rock music
13190,Cream,rock,Rock music,Rock music
13191,Cream,roots rock,Rock music,Rock music
13192,Cream,singer-songwriter,,Rock music
13193,Cream,southern rock,Rock music,Rock music
13194,Herb Alpert,adult standards,Pop music,Pop music
13195,Herb Alpert,bubblegum pop,Pop music,Pop music
13196,Herb Alpert,christmas,,Pop music
13197,Herb Alpert,easy listening,Pop music,Pop music
13198,Herb Alpert,lounge,Rock music,Pop music
13199,Hugo Montenegro,classic soundtrack,Blues music,Rock music
13200,Hugo Montenegro,easy listening,Pop music,Rock music
13201,Hugo Montenegro,exotica,World music,Rock music
13202,Hugo Montenegro,lounge,Rock music,Rock music
13203,Archie Bell and The Drells,beach music,Rock music,Jazz
13204,Archie Bell and The Drells,chicago soul,Blues music,Jazz
13205,Archie Bell and The Drells,classic funk rock,Rock music,Jazz
13206,Archie Bell and The Drells,disco,House music,Jazz
13207,Archie Bell and The Drells,funk,Jazz,Jazz
13208,Archie Bell and The Drells,memphis soul,Blues music,Jazz
13209,Archie Bell and The Drells,motown,,Jazz
13210,Archie Bell and The Drells,northern soul,Jazz,Jazz
13211,Archie Bell and The Drells,quiet storm,,Jazz
13212,Archie Bell and The Drells,soul,Jazz,Jazz
13213,Archie Bell and The Drells,soul blues,Blues music,Jazz
13214,Archie Bell and The Drells,southern soul,Gospel music,Jazz
13215,Jeannie C. Riley,country christmas,Country music,Country music
13216,Jeannie C. Riley,country gospel,Country music,Country music
13217,Jeannie C. Riley,cowboy western,Country music,Country music
13218,Jeannie C. Riley,nashville sound,Pop music,Country music
13219,Jeannie C. Riley,outlaw country,Country music,Country music
13220,Jeannie C. Riley,traditional country,Country music,Country music
13221,O.C. Smith,beach music,Rock music,Blues music
13222,O.C. Smith,chicago soul,Blues music,Blues music
13223,O.C. Smith,memphis soul,Blues music,Blues music
13224,O.C. Smith,motown,,Blues music
13225,O.C. Smith,northern soul,Jazz,Blues music
13226,O.C. Smith,soul,Jazz,Blues music
13227,O.C. Smith,soul blues,Blues music,Blues music
13228,O.C. Smith,southern soul,Gospel music,Blues music
13229,Hugh Masekela,afrobeat,,Jazz
13230,Hugh Masekela,jazz funk,Jazz,Jazz
13231,Hugh Masekela,soul jazz,Jazz,Jazz
13232,Hugh Masekela,south african jazz,Jazz,Jazz
13233,Hugh Masekela,world,World music,Jazz
13234,Cliff Nobles and Co.,alternative metal,Heavy metal,Rock music
13235,Cliff Nobles and Co.,alternative rock,Rock music,Rock music
13236,Cliff Nobles and Co.,canadian pop,Pop music,Rock music
13237,Cliff Nobles and Co.,nu metal,Heavy metal,Rock music
13238,Cliff Nobles and Co.,pop rock,Pop music,Rock music
13239,Cliff Nobles and Co.,post-grunge,Alternative rock,Rock music
13240,Cliff Nobles and Co.,rock,Rock music,Rock music
13241,Vogues,brill building pop,Pop music,Pop music
13242,Vogues,bubblegum pop,Pop music,Pop music
13243,Vogues,doo-wop,,Pop music
13244,Vogues,folk rock,Rock music,Pop music
13245,Vogues,merseybeat,,Pop music
13246,John Fred and His Playboy Band,bubblegum pop,Pop music,Pop music
13247,John Fred and His Playboy Band,swamp pop,Pop music,Pop music
13248,Classics IV,brill building pop,Pop music,Pop music
13249,Classics IV,bubblegum pop,Pop music,Pop music
13250,Merrilee Rush,brill building pop,Pop music,Pop music
13251,Merrilee Rush,bubblegum pop,Pop music,Pop music
13252,Merrilee Rush,folk rock,Rock music,Pop music
13253,Georgie Fame,british blues,Blues music,Jazz
13254,Georgie Fame,british invasion,Jazz,Jazz
13255,Georgie Fame,merseybeat,,Jazz
13256,Mary Hopkin,bubblegum pop,Pop music,Pop music
13257,Mary Hopkin,merseybeat,,Pop music
13258,Mary Hopkin,traditional folk,Pop music,Pop music
13259,Steppenwolf,album rock,Rock music,Rock music
13260,Steppenwolf,art rock,Rock music,Rock music
13261,Steppenwolf,blues-rock,,Rock music
13262,Steppenwolf,british blues,Blues music,Rock music
13263,Steppenwolf,classic rock,Rock music,Rock music
13264,Steppenwolf,electric blues,Blues music,Rock music
13265,Steppenwolf,folk rock,Rock music,Rock music
13266,Steppenwolf,hard rock,Rock music,Rock music
13267,Steppenwolf,mellow gold,,Rock music
13268,Steppenwolf,psychedelic rock,Rock music,Rock music
13269,Steppenwolf,rock,Rock music,Rock music
13270,Steppenwolf,roots rock,Rock music,Rock music
13271,Steppenwolf,singer-songwriter,,Rock music
13272,Steppenwolf,soft rock,Rock music,Rock music
13273,Steppenwolf,southern rock,Rock music,Rock music
13274,Intruders,chicago soul,Blues music,Blues music
13275,Intruders,memphis soul,Blues music,Blues music
13276,Intruders,motown,,Blues music
13277,Intruders,quiet storm,,Blues music
13278,Intruders,southern soul,Gospel music,Blues music
13279,Ohio Express,brill building pop,Pop music,Rock music
13280,Ohio Express,bubblegum pop,Pop music,Rock music
13281,Ohio Express,classic garage rock,Rock music,Rock music
13282,Ohio Express,folk rock,Rock music,Rock music
13283,Ohio Express,merseybeat,,Rock music
13284,Crazy World Of Arthur Brown,british blues,Blues music,Rock music
13285,Crazy World Of Arthur Brown,canterbury scene,,Rock music
13286,Crazy World Of Arthur Brown,freakbeat,Rock music,Rock music
13287,Crazy World Of Arthur Brown,psychedelic rock,Rock music,Rock music
13288,Troggs,blues-rock,,Rock music
13289,Troggs,brill building pop,Pop music,Rock music
13290,Troggs,british blues,Blues music,Rock music
13291,Troggs,british invasion,Jazz,Rock music
13292,Troggs,bubblegum pop,Pop music,Rock music
13293,Troggs,classic garage rock,Rock music,Rock music
13294,Troggs,classic rock,Rock music,Rock music
13295,Troggs,folk rock,Rock music,Rock music
13296,Troggs,freakbeat,Rock music,Rock music
13297,Troggs,merseybeat,,Rock music
13298,Troggs,protopunk,,Rock music
13299,Troggs,psychedelic rock,Rock music,Rock music
13300,Troggs,rock-and-roll,,Rock music
13301,Troggs,rockabilly,Fusion music,Rock music
13302,Troggs,surf music,Rock music,Rock music
13303,Mason Williams,brill building pop,Pop music,Rock music
13304,Mason Williams,bubblegum pop,Pop music,Rock music
13305,Mason Williams,classic rock,Rock music,Rock music
13306,Mason Williams,folk,Pop music,Rock music
13307,Mason Williams,folk christmas,Pop music,Rock music
13308,Mason Williams,folk rock,Rock music,Rock music
13309,Mason Williams,mellow gold,,Rock music
13310,Mason Williams,psychedelic rock,Rock music,Rock music
13311,Mason Williams,rock,Rock music,Rock music
13312,Mason Williams,roots rock,Rock music,Rock music
13313,Mason Williams,singer-songwriter,,Rock music
13314,Mason Williams,soft rock,Rock music,Rock music
13315,Mason Williams,traditional folk,Pop music,Rock music
13316,O’Kaysions,beach music,Rock music,Rock music
13317,Lemon Pipers,brill building pop,Pop music,Rock music
13318,Lemon Pipers,bubblegum pop,Pop music,Rock music
13319,Lemon Pipers,classic garage rock,Rock music,Rock music
13320,Lemon Pipers,folk rock,Rock music,Rock music
13321,Lemon Pipers,merseybeat,,Rock music
13322,Lemon Pipers,psychedelic rock,Rock music,Rock music
13323,Friend and Lover,bubblegum pop,Pop music,Pop music
13324,Richard Harris,brill building pop,Pop music,Pop music
13325,Richard Harris,bubblegum pop,Pop music,Pop music
13326,Richard Harris,merseybeat,,Pop music
13327,Jose Feliciano,adult standards,Pop music,Rock music
13328,Jose Feliciano,bolero,Latin music,Rock music
13329,Jose Feliciano,brill building pop,Pop music,Rock music
13330,Jose Feliciano,christmas,,Rock music
13331,Jose Feliciano,latin christmas,Latin music,Rock music
13332,Jose Feliciano,mellow gold,,Rock music
13333,Jose Feliciano,soft rock,Rock music,Rock music
13334,Jose Feliciano,tropical,Rock music,Rock music
13335,People,alternative dance,Dance music,Pop music
13336,People,folk-pop,,Pop music
13337,People,indie pop,Pop music,Pop music
13338,People,indie rock,Rock music,Pop music
13339,People,indietronica,,Pop music
13340,People,la indie,Heavy metal,Pop music
13341,People,pop,Pop music,Pop music
13342,People,synthpop,Electronic music,Pop music
13343,Percy Sledge,adult standards,Pop music,Jazz
13344,Percy Sledge,brill building pop,Pop music,Jazz
13345,Percy Sledge,chicago soul,Blues music,Jazz
13346,Percy Sledge,christmas,,Jazz
13347,Percy Sledge,classic funk rock,Rock music,Jazz
13348,Percy Sledge,jazz blues,Jazz,Jazz
13349,Percy Sledge,jazz christmas,Jazz,Jazz
13350,Percy Sledge,memphis soul,Blues music,Jazz
13351,Percy Sledge,motown,,Jazz
13352,Percy Sledge,quiet storm,,Jazz
13353,Percy Sledge,rock-and-roll,,Jazz
13354,Percy Sledge,rockabilly,Fusion music,Jazz
13355,Percy Sledge,soul,Jazz,Jazz
13356,Percy Sledge,soul blues,Blues music,Jazz
13357,Percy Sledge,soul christmas,Jazz,Jazz
13358,Percy Sledge,southern soul,Gospel music,Jazz
13359,Status Quo,album rock,Rock music,Rock music
13360,Status Quo,art rock,Rock music,Rock music
13361,Status Quo,blues-rock,,Rock music
13362,Status Quo,british blues,Blues music,Rock music
13363,Status Quo,classic funk rock,Rock music,Rock music
13364,Status Quo,classic rock,Rock music,Rock music
13365,Status Quo,glam rock,Rock music,Rock music
13366,Status Quo,hard rock,Rock music,Rock music
13367,Status Quo,heavy christmas,Heavy metal,Rock music
13368,Status Quo,psychedelic rock,Rock music,Rock music
13369,Status Quo,rock,Rock music,Rock music
13370,Status Quo,rockabilly,Fusion music,Rock music
13371,Status Quo,roots rock,Rock music,Rock music
13372,Status Quo,soft rock,Rock music,Rock music
13373,Status Quo,southern rock,Rock music,Rock music
13374,Status Quo,symphonic rock,Rock music,Rock music
13375,Blue Cheer,album rock,Rock music,Rock music
13376,Blue Cheer,blues-rock,,Rock music
13377,Blue Cheer,british blues,Blues music,Rock music
13378,Blue Cheer,classic garage rock,Rock music,Rock music
13379,Blue Cheer,classic rock,Rock music,Rock music
13380,Blue Cheer,folk rock,Rock music,Rock music
13381,Blue Cheer,freakbeat,Rock music,Rock music
13382,Blue Cheer,hard rock,Rock music,Rock music
13383,Blue Cheer,protopunk,,Rock music
13384,Blue Cheer,psychedelic blues-rock,Pop music,Rock music
13385,Blue Cheer,psychedelic rock,Rock music,Rock music
13386,Blue Cheer,rock,Rock music,Rock music
13387,Blue Cheer,space rock,Rock music,Rock music
13388,Blue Cheer,stoner rock,Heavy metal,Rock music
13389,Marvin Gaye and Tammi Terrell,adult standards,Pop music,Jazz
13390,Marvin Gaye and Tammi Terrell,brill building pop,Pop music,Jazz
13391,Marvin Gaye and Tammi Terrell,classic funk rock,Rock music,Jazz
13392,Marvin Gaye and Tammi Terrell,disco,House music,Jazz
13393,Marvin Gaye and Tammi Terrell,funk,Jazz,Jazz
13394,Marvin Gaye and Tammi Terrell,funk rock,Fusion music,Jazz
13395,Marvin Gaye and Tammi Terrell,jazz blues,Jazz,Jazz
13396,Marvin Gaye and Tammi Terrell,mellow gold,,Jazz
13397,Marvin Gaye and Tammi Terrell,motown,,Jazz
13398,Marvin Gaye and Tammi Terrell,neo soul,Jazz,Jazz
13399,Marvin Gaye and Tammi Terrell,quiet storm,,Jazz
13400,Marvin Gaye and Tammi Terrell,soul,Jazz,Jazz
13401,Marvin Gaye and Tammi Terrell,soul christmas,Jazz,Jazz
13402,Marvin Gaye and Tammi Terrell,southern soul,Gospel music,Jazz
13403,Fireballs,surf music,Rock music,Rock music
13404,Willie Mitchell,chicago soul,Blues music,Blues music
13405,Willie Mitchell,memphis soul,Blues music,Blues music
13406,Willie Mitchell,motown,,Blues music
13407,Willie Mitchell,northern soul,Jazz,Blues music
13408,Willie Mitchell,soul,Jazz,Blues music
13409,Willie Mitchell,soul blues,Blues music,Blues music
13410,Willie Mitchell,southern soul,Gospel music,Blues music
13411,Human Beinz,bubblegum pop,Pop music,Rock music
13412,Human Beinz,classic garage rock,Rock music,Rock music
13413,Human Beinz,freakbeat,Rock music,Rock music
13414,Human Beinz,psychedelic rock,Rock music,Rock music
13415,Human Beinz,surf music,Rock music,Rock music
13416,Sam and Dave,brill building pop,Pop music,Jazz
13417,Sam and Dave,chicago soul,Blues music,Jazz
13418,Sam and Dave,classic funk rock,Rock music,Jazz
13419,Sam and Dave,funk,Jazz,Jazz
13420,Sam and Dave,jazz blues,Jazz,Jazz
13421,Sam and Dave,memphis soul,Blues music,Jazz
13422,Sam and Dave,motown,,Jazz
13423,Sam and Dave,quiet storm,,Jazz
13424,Sam and Dave,rock-and-roll,,Jazz
13425,Sam and Dave,soul,Jazz,Jazz
13426,Sam and Dave,soul blues,Blues music,Jazz
13427,Sam and Dave,southern soul,Gospel music,Jazz
13428,Eric Burdon and The Animals,british invasion,Jazz,Jazz
13429,Stevie Wonder,deep adult standards,Pop music,Jazz
13430,Irish Rovers,celtic,Fusion music,Fusion music
13431,Irish Rovers,celtic christmas,Fusion music,Fusion music
13432,Irish Rovers,irish folk,Pop music,Fusion music
13433,Vanilla Fudge,album rock,Rock music,Rock music
13434,Vanilla Fudge,blues-rock,,Rock music
13435,Vanilla Fudge,british blues,Blues music,Rock music
13436,Vanilla Fudge,classic garage rock,Rock music,Rock music
13437,Vanilla Fudge,classic rock,Rock music,Rock music
13438,Vanilla Fudge,folk rock,Rock music,Rock music
13439,Vanilla Fudge,freakbeat,Rock music,Rock music
13440,Vanilla Fudge,psychedelic rock,Rock music,Rock music
13441,Vanilla Fudge,rock,Rock music,Rock music
13442,Sweet Inspirations,beach music,Rock music,Jazz
13443,Sweet Inspirations,brill building pop,Pop music,Jazz
13444,Sweet Inspirations,chicago soul,Blues music,Jazz
13445,Sweet Inspirations,jazz blues,Jazz,Jazz
13446,Sweet Inspirations,memphis soul,Blues music,Jazz
13447,Sweet Inspirations,motown,,Jazz
13448,Sweet Inspirations,northern soul,Jazz,Jazz
13449,Sweet Inspirations,soul,Jazz,Jazz
13450,Sweet Inspirations,soul blues,Blues music,Jazz
13451,Sweet Inspirations,soul christmas,Jazz,Jazz
13452,Sweet Inspirations,southern soul,Gospel music,Jazz
13453,Mills Brothers,adult standards,Pop music,Jazz
13454,Mills Brothers,big band,Jazz,Jazz
13455,Mills Brothers,cabaret,Alternative rock,Jazz
13456,Mills Brothers,christmas,,Jazz
13457,Mills Brothers,deep adult standards,Pop music,Jazz
13458,Mills Brothers,easy listening,Pop music,Jazz
13459,Mills Brothers,jazz christmas,Jazz,Jazz
13460,Mills Brothers,lounge,Rock music,Jazz
13461,Mills Brothers,swing,Country music,Jazz
13462,Mills Brothers,vocal jazz,Jazz,Jazz
13463,Chambers Brothers,blues-rock,,Rock music
13464,Chambers Brothers,british blues,Blues music,Rock music
13465,Chambers Brothers,bubblegum pop,Pop music,Rock music
13466,Chambers Brothers,classic funk rock,Rock music,Rock music
13467,Chambers Brothers,classic garage rock,Rock music,Rock music
13468,Chambers Brothers,classic rock,Rock music,Rock music
13469,Chambers Brothers,folk rock,Rock music,Rock music
13470,Chambers Brothers,psychedelic rock,Rock music,Rock music
13471,Manfred Mann,british blues,Blues music,Rock music
13472,Manfred Mann,british invasion,Jazz,Rock music
13473,Manfred Mann,bubblegum pop,Pop music,Rock music
13474,Manfred Mann,classic rock,Rock music,Rock music
13475,Manfred Mann,merseybeat,,Rock music
13476,Manfred Mann,rock-and-roll,,Rock music
13477,Shorty Long,motown,,
13478,Gary Lewis and The Playboys,brill building pop,Pop music,Pop music
13479,Gary Lewis and The Playboys,british invasion,Jazz,Pop music
13480,Gary Lewis and The Playboys,bubblegum pop,Pop music,Pop music
13481,Gary Lewis and The Playboys,doo-wop,,Pop music
13482,Gary Lewis and The Playboys,folk rock,Rock music,Pop music
13483,Gary Lewis and The Playboys,merseybeat,,Pop music
13484,Big Brother and The Holding Company,blues-rock,,Rock music
13485,Big Brother and The Holding Company,classic rock,Rock music,Rock music
13486,Big Brother and The Holding Company,electric blues,Blues music,Rock music
13487,Big Brother and The Holding Company,folk rock,Rock music,Rock music
13488,Big Brother and The Holding Company,psychedelic rock,Rock music,Rock music
13489,Big Brother and The Holding Company,rock,Rock music,Rock music
13490,Big Brother and The Holding Company,roots rock,Rock music,Rock music
13491,Big Brother and The Holding Company,southern rock,Rock music,Rock music
13492,Big Brother and The Holding Company,traditional blues,Blues music,Rock music
13493,American Breed,bubblegum pop,Pop music,Pop music
13494,Lulu,adult standards,Pop music,Pop music
13495,Lulu,brill building pop,Pop music,Pop music
13496,Lulu,british invasion,Jazz,Pop music
13497,Lulu,bubblegum pop,Pop music,Pop music
13498,Lulu,merseybeat,,Pop music
13499,Lulu,rock-and-roll,,Pop music
13500,Bobby Gentry,bebop,Jazz,Jazz
13501,Bobby Gentry,contemporary post-bop,Gospel music,Jazz
13502,Bobby Gentry,cool jazz,Jazz,Jazz
13503,Bobby Gentry,hard bop,Hardcore music,Jazz
13504,Bobby Gentry,jazz,Jazz,Jazz
13505,Bobby Gentry,jazz blues,Jazz,Jazz
13506,Bobby Gentry,jazz christmas,Jazz,Jazz
13507,Bobby Gentry,jazz funk,Jazz,Jazz
13508,Bobby Gentry,jazz fusion,Fusion music,Jazz
13509,Bobby Gentry,soul jazz,Jazz,Jazz
13510,Association,brill building pop,Pop music,Rock music
13511,Association,bubblegum pop,Pop music,Rock music
13512,Association,classic garage rock,Rock music,Rock music
13513,Association,folk rock,Rock music,Rock music
13514,Association,merseybeat,,Rock music
13515,Association,psychedelic rock,Rock music,Rock music
13516,Monkees,boy band,Pop music,Rock music
13517,Monkees,brill building pop,Pop music,Rock music
13518,Monkees,british blues,Blues music,Rock music
13519,Monkees,bubblegum pop,Pop music,Rock music
13520,Monkees,classic rock,Rock music,Rock music
13521,Monkees,folk,Pop music,Rock music
13522,Monkees,folk rock,Rock music,Rock music
13523,Monkees,mellow gold,,Rock music
13524,Monkees,psychedelic rock,Rock music,Rock music
13525,Monkees,rock-and-roll,,Rock music
13526,Monkees,rockabilly,Fusion music,Rock music
13527,Monkees,roots rock,Rock music,Rock music
13528,Monkees,singer-songwriter,,Rock music
13529,Monkees,soft rock,Rock music,Rock music
13530,Monkees,traditional folk,Pop music,Rock music
13531,Young Rascals,brill building pop,Pop music,Rock music
13532,Young Rascals,bubblegum pop,Pop music,Rock music
13533,Young Rascals,classic garage rock,Rock music,Rock music
13534,Young Rascals,folk rock,Rock music,Rock music
13535,Young Rascals,merseybeat,,Rock music
13536,Young Rascals,motown,,Rock music
13537,Bobby Vee and The Strangers,adult standards,Pop music,Pop music
13538,Bobby Vee and The Strangers,brill building pop,Pop music,Pop music
13539,Bobby Vee and The Strangers,bubblegum pop,Pop music,Pop music
13540,Bobby Vee and The Strangers,christmas,,Pop music
13541,Bobby Vee and The Strangers,doo-wop,,Pop music
13542,Bobby Vee and The Strangers,merseybeat,,Pop music
13543,Bobby Vee and The Strangers,rock-and-roll,,Pop music
13544,Bobby Vee and The Strangers,rockabilly,Fusion music,Pop music
13545,Buckinghams,brill building pop,Pop music,Rock music
13546,Buckinghams,bubblegum pop,Pop music,Rock music
13547,Buckinghams,classic garage rock,Rock music,Rock music
13548,Buckinghams,folk rock,Rock music,Rock music
13549,Buckinghams,merseybeat,,Rock music
13550,Arthur Conley,brill building pop,Pop music,Jazz
13551,Arthur Conley,chicago soul,Blues music,Jazz
13552,Arthur Conley,funk,Jazz,Jazz
13553,Arthur Conley,jazz blues,Jazz,Jazz
13554,Arthur Conley,memphis soul,Blues music,Jazz
13555,Arthur Conley,motown,,Jazz
13556,Arthur Conley,northern soul,Jazz,Jazz
13557,Arthur Conley,soul,Jazz,Jazz
13558,Arthur Conley,soul blues,Blues music,Jazz
13559,Arthur Conley,southern soul,Gospel music,Jazz
13560,Jay and The Techniques,beach music,Rock music,Rock music
13561,Jay and The Techniques,bubblegum pop,Pop music,Rock music
13562,Jay and The Techniques,northern soul,Jazz,Rock music
13563,Every Mothers’ Son,bubblegum pop,Pop music,Pop music
13564,Strawberry Alarm Clock,british blues,Blues music,Rock music
13565,Strawberry Alarm Clock,bubblegum pop,Pop music,Rock music
13566,Strawberry Alarm Clock,classic garage rock,Rock music,Rock music
13567,Strawberry Alarm Clock,classic rock,Rock music,Rock music
13568,Strawberry Alarm Clock,folk rock,Rock music,Rock music
13569,Strawberry Alarm Clock,freakbeat,Rock music,Rock music
13570,Strawberry Alarm Clock,psychedelic rock,Rock music,Rock music
13571,Strawberry Alarm Clock,surf music,Rock music,Rock music
13572,Brenton Wood,chicago soul,Blues music,Blues music
13573,Brenton Wood,memphis soul,Blues music,Blues music
13574,Brenton Wood,motown,,Blues music
13575,Brenton Wood,soul,Jazz,Blues music
13576,Brenton Wood,southern soul,Gospel music,Blues music
13577,Buffalo Springfield,album rock,Rock music,Rock music
13578,Buffalo Springfield,blues-rock,,Rock music
13579,Buffalo Springfield,british blues,Blues music,Rock music
13580,Buffalo Springfield,classic rock,Rock music,Rock music
13581,Buffalo Springfield,country rock,Fusion music,Rock music
13582,Buffalo Springfield,folk,Pop music,Rock music
13583,Buffalo Springfield,folk rock,Rock music,Rock music
13584,Buffalo Springfield,mellow gold,,Rock music
13585,Buffalo Springfield,psychedelic rock,Rock music,Rock music
13586,Buffalo Springfield,rock,Rock music,Rock music
13587,Buffalo Springfield,rockabilly,Fusion music,Rock music
13588,Buffalo Springfield,roots rock,Rock music,Rock music
13589,Buffalo Springfield,singer-songwriter,,Rock music
13590,Buffalo Springfield,soft rock,Rock music,Rock music
13591,Buffalo Springfield,southern rock,Rock music,Rock music
13592,Buffalo Springfield,traditional folk,Pop music,Rock music
13593,Jefferson Airplane,album rock,Rock music,Rock music
13594,Jefferson Airplane,blues-rock,,Rock music
13595,Jefferson Airplane,classic funk rock,Rock music,Rock music
13596,Jefferson Airplane,classic rock,Rock music,Rock music
13597,Jefferson Airplane,folk,Pop music,Rock music
13598,Jefferson Airplane,folk rock,Rock music,Rock music
13599,Jefferson Airplane,mellow gold,,Rock music
13600,Jefferson Airplane,psychedelic rock,Rock music,Rock music
13601,Jefferson Airplane,rock,Rock music,Rock music
13602,Jefferson Airplane,rockabilly,Fusion music,Rock music
13603,Jefferson Airplane,roots rock,Rock music,Rock music
13604,Jefferson Airplane,singer-songwriter,,Rock music
13605,Jefferson Airplane,traditional folk,Pop music,Rock music
13606,Esquires,beach music,Rock music,Rock music
13607,Esquires,chicago soul,Blues music,Rock music
13608,Esquires,doo-wop,,Rock music
13609,Esquires,northern soul,Jazz,Rock music
13610,Van Morrison,adult standards,Pop music,Rock music
13611,Van Morrison,album rock,Rock music,Rock music
13612,Van Morrison,art rock,Rock music,Rock music
13613,Van Morrison,blues-rock,,Rock music
13614,Van Morrison,brill building pop,Pop music,Rock music
13615,Van Morrison,classic funk rock,Rock music,Rock music
13616,Van Morrison,classic rock,Rock music,Rock music
13617,Van Morrison,country rock,Fusion music,Rock music
13618,Van Morrison,folk,Pop music,Rock music
13619,Van Morrison,folk rock,Rock music,Rock music
13620,Van Morrison,folk-pop,,Rock music
13621,Van Morrison,mellow gold,,Rock music
13622,Van Morrison,motown,,Rock music
13623,Van Morrison,neo mellow,Alternative rock,Rock music
13624,Van Morrison,psychedelic rock,Rock music,Rock music
13625,Van Morrison,rock,Rock music,Rock music
13626,Van Morrison,rockabilly,Fusion music,Rock music
13627,Van Morrison,roots rock,Rock music,Rock music
13628,Van Morrison,singer-songwriter,,Rock music
13629,Van Morrison,soft rock,Rock music,Rock music
13630,Van Morrison,soul,Jazz,Rock music
13631,Van Morrison,southern rock,Rock music,Rock music
13632,Van Morrison,traditional folk,Pop music,Rock music
13633,Martha and The Vandella,brill building pop,Pop music,Jazz
13634,Martha and The Vandella,chicago soul,Blues music,Jazz
13635,Martha and The Vandella,classic funk rock,Rock music,Jazz
13636,Martha and The Vandella,disco,House music,Jazz
13637,Martha and The Vandella,funk,Jazz,Jazz
13638,Martha and The Vandella,jazz blues,Jazz,Jazz
13639,Martha and The Vandella,memphis soul,Blues music,Jazz
13640,Martha and The Vandella,motown,,Jazz
13641,Martha and The Vandella,quiet storm,,Jazz
13642,Martha and The Vandella,rock-and-roll,,Jazz
13643,Martha and The Vandella,soul,Jazz,Jazz
13644,Martha and The Vandella,soul blues,Blues music,Jazz
13645,Martha and The Vandella,soul christmas,Jazz,Jazz
