,Unnamed: 0,artist,subgenre,genre,master_genre
4419,4419,Big Punisher,dirty south rap,Hip hop,Hip hop
4420,4420,Big Punisher,east coast hip hop,Hip hop,Hip hop
4421,4421,Big Punisher,gangster rap,Hip hop,Hip hop
4422,4422,Big Punisher,hardcore hip hop,Hip hop,Hip hop
4423,4423,Big Punisher,hip hop,Hip hop,Hip hop
4424,4424,Big Punisher,hip pop,Pop music,Hip hop
4425,4425,Big Punisher,pop rap,Pop music,Hip hop
4426,4426,Big Punisher,rap,Hip hop,Hip hop
4427,4427,Big Punisher,southern hip hop,Hip hop,Hip hop
4428,4428,Nu Flavor,new jack swing,Blues music,Blues music
4429,4429,Jd,crunk,Fusion music,Hip hop
4430,4430,Jd,dirty south rap,Hip hop,Hip hop
4431,4431,Jd,gangster rap,Hip hop,Hip hop
4432,4432,Jd,hardcore hip hop,Hip hop,Hip hop
4433,4433,Jd,hip hop,Hip hop,Hip hop
4434,4434,Jd,hip pop,Pop music,Hip hop
4435,4435,Jd,pop rap,Pop music,Hip hop
4436,4436,Jd,rap,Hip hop,Hip hop
4437,4437,Jd,southern hip hop,Hip hop,Hip hop
4438,4438,Jd,trap music,Rock music,Hip hop
4439,4439,"Missy ""Misdemeanor"" Elliott",crunk,Fusion music,Hip hop
4440,4440,"Missy ""Misdemeanor"" Elliott",dance pop,Pop music,Hip hop
4441,4441,"Missy ""Misdemeanor"" Elliott",dirty south rap,Hip hop,Hip hop
4442,4442,"Missy ""Misdemeanor"" Elliott",gangster rap,Hip hop,Hip hop
4443,4443,"Missy ""Misdemeanor"" Elliott",hip hop,Hip hop,Hip hop
4444,4444,"Missy ""Misdemeanor"" Elliott",hip pop,Pop music,Hip hop
4445,4445,"Missy ""Misdemeanor"" Elliott",neo soul,Jazz,Hip hop
4446,4446,"Missy ""Misdemeanor"" Elliott",pop,Pop music,Hip hop
4447,4447,"Missy ""Misdemeanor"" Elliott",pop rap,Pop music,Hip hop
4448,4448,"Missy ""Misdemeanor"" Elliott",r&b,,Hip hop
4449,4449,"Missy ""Misdemeanor"" Elliott",rap,Hip hop,Hip hop
4450,4450,"Missy ""Misdemeanor"" Elliott",southern hip hop,Hip hop,Hip hop
4451,4451,"Missy ""Misdemeanor"" Elliott",urban contemporary,Gospel music,Hip hop
4452,4452,Aretha Franklin,adult standards,Pop music,Jazz
4453,4453,Aretha Franklin,brill building pop,Pop music,Jazz
4454,4454,Aretha Franklin,chicago soul,Blues music,Jazz
4455,4455,Aretha Franklin,christmas,,Jazz
4456,4456,Aretha Franklin,classic funk rock,Rock music,Jazz
4457,4457,Aretha Franklin,disco,House music,Jazz
4458,4458,Aretha Franklin,funk,Jazz,Jazz
4459,4459,Aretha Franklin,funk rock,Fusion music,Jazz
4460,4460,Aretha Franklin,jazz blues,Jazz,Jazz
4461,4461,Aretha Franklin,mellow gold,,Jazz
4462,4462,Aretha Franklin,memphis soul,Blues music,Jazz
4463,4463,Aretha Franklin,motown,,Jazz
4464,4464,Aretha Franklin,neo soul,Jazz,Jazz
4465,4465,Aretha Franklin,rock-and-roll,,Jazz
4466,4466,Aretha Franklin,rockabilly,Fusion music,Jazz
4467,4467,Aretha Franklin,singer-songwriter,,Jazz
4468,4468,Aretha Franklin,soul,Jazz,Jazz
4469,4469,Aretha Franklin,soul blues,Blues music,Jazz
4470,4470,Aretha Franklin,soul christmas,Jazz,Jazz
4471,4471,Aretha Franklin,southern soul,Gospel music,Jazz
4472,4472,Aretha Franklin,urban contemporary,Gospel music,Jazz
4473,4473,Aretha Franklin,vocal jazz,Jazz,Jazz
4474,4474,Gerald Levert,neo soul,Jazz,Jazz
4475,4475,Gerald Levert,new jack swing,Blues music,Jazz
4476,4476,Gerald Levert,quiet storm,,Jazz
4477,4477,Gerald Levert,r&b,,Jazz
4478,4478,Gerald Levert,soul christmas,Jazz,Jazz
4479,4479,Gerald Levert,urban contemporary,Gospel music,Jazz
4480,4480,TQ,hip pop,Pop music,Pop music
4481,4481,TQ,new jack swing,Blues music,Pop music
4482,4482,TQ,pop rap,Pop music,Pop music
4483,4483,TQ,r&b,,Pop music
4484,4484,TQ,urban contemporary,Gospel music,Pop music
4485,4485,Puff Daddy and Faith Evans,crunk,Fusion music,Hip hop
4486,4486,Puff Daddy and Faith Evans,dance pop,Pop music,Hip hop
4487,4487,Puff Daddy and Faith Evans,dirty south rap,Hip hop,Hip hop
4488,4488,Puff Daddy and Faith Evans,east coast hip hop,Hip hop,Hip hop
4489,4489,Puff Daddy and Faith Evans,hardcore hip hop,Hip hop,Hip hop
4490,4490,Puff Daddy and Faith Evans,hip hop,Hip hop,Hip hop
4491,4491,Puff Daddy and Faith Evans,hip pop,Pop music,Hip hop
4492,4492,Puff Daddy and Faith Evans,pop,Pop music,Hip hop
4493,4493,Puff Daddy and Faith Evans,pop rap,Pop music,Hip hop
4494,4494,Puff Daddy and Faith Evans,r&b,,Hip hop
4495,4495,Puff Daddy and Faith Evans,rap,Hip hop,Hip hop
4496,4496,En Vogue,dance pop,Pop music,Jazz
4497,4497,En Vogue,hip pop,Pop music,Jazz
4498,4498,En Vogue,neo soul,Jazz,Jazz
4499,4499,En Vogue,new jack swing,Blues music,Jazz
4500,4500,En Vogue,pop christmas,Pop music,Jazz
4501,4501,En Vogue,quiet storm,,Jazz
4502,4502,En Vogue,r&b,,Jazz
4503,4503,En Vogue,soul,Jazz,Jazz
4504,4504,En Vogue,soul christmas,Jazz,Jazz
4505,4505,En Vogue,urban contemporary,Gospel music,Jazz
4506,4506,Mark Morrison,hip pop,Pop music,Gospel music
4507,4507,Mark Morrison,new jack swing,Blues music,Gospel music
4508,4508,Mark Morrison,r&b,,Gospel music
4509,4509,Mark Morrison,urban contemporary,Gospel music,Gospel music
4510,4510,Meredith Brooks,lilith,,Pop music
4511,4511,Meredith Brooks,new wave pop,Pop music,Pop music
4512,4512,Meredith Brooks,pop rock,Pop music,Pop music
4513,4513,Keith Sweat,hip pop,Pop music,Jazz
4514,4514,Keith Sweat,neo soul,Jazz,Jazz
4515,4515,Keith Sweat,new jack swing,Blues music,Jazz
4516,4516,Keith Sweat,pop christmas,Pop music,Jazz
4517,4517,Keith Sweat,quiet storm,,Jazz
4518,4518,Keith Sweat,r&b,,Jazz
4519,4519,Keith Sweat,soul christmas,Jazz,Jazz
4520,4520,Keith Sweat,urban contemporary,Gospel music,Jazz
4521,4521,Duncan Sheik,acoustic pop,Pop music,Pop music
4522,4522,Duncan Sheik,folk-pop,,Pop music
4523,4523,Duncan Sheik,neo mellow,Alternative rock,Pop music
4524,4524,Duncan Sheik,new wave pop,Pop music,Pop music
4525,4525,Duncan Sheik,pop rock,Pop music,Pop music
4526,4526,Duncan Sheik,show tunes,,Pop music
4527,4527,Duncan Sheik,singer-songwriter,,Pop music
4528,4528,Az Yet,hip pop,Pop music,Gospel music
4529,4529,Az Yet,neo soul,Jazz,Gospel music
4530,4530,Az Yet,new jack swing,Blues music,Gospel music
4531,4531,Az Yet,quiet storm,,Gospel music
4532,4532,Az Yet,r&b,,Gospel music
4533,4533,Az Yet,urban contemporary,Gospel music,Gospel music
4534,4534,Notorious B.I.G.,dirty south rap,Hip hop,Hip hop
4535,4535,Notorious B.I.G.,east coast hip hop,Hip hop,Hip hop
4536,4536,Notorious B.I.G.,gangster rap,Hip hop,Hip hop
4537,4537,Notorious B.I.G.,hardcore hip hop,Hip hop,Hip hop
4538,4538,Notorious B.I.G.,hip hop,Hip hop,Hip hop
4539,4539,Notorious B.I.G.,hip pop,Pop music,Hip hop
4540,4540,Notorious B.I.G.,pop rap,Pop music,Hip hop
4541,4541,Notorious B.I.G.,rap,Hip hop,Hip hop
4542,4542,Notorious B.I.G.,southern hip hop,Hip hop,Hip hop
4543,4543,Verve Pipe,alternative rock,Rock music,Rock music
4544,4544,Verve Pipe,grunge,Alternative rock,Rock music
4545,4545,Verve Pipe,pop rock,Pop music,Rock music
4546,4546,Verve Pipe,post-grunge,Alternative rock,Rock music
4547,4547,Verve Pipe,rock,Rock music,Rock music
4548,4548,BLACKstreet,dance pop,Pop music,Pop music
4549,4549,BLACKstreet,hip pop,Pop music,Pop music
4550,4550,BLACKstreet,neo soul,Jazz,Pop music
4551,4551,BLACKstreet,new jack swing,Blues music,Pop music
4552,4552,BLACKstreet,pop rap,Pop music,Pop music
4553,4553,BLACKstreet,quiet storm,,Pop music
4554,4554,BLACKstreet,r&b,,Pop music
4555,4555,BLACKstreet,southern hip hop,Hip hop,Pop music
4556,4556,BLACKstreet,urban contemporary,Gospel music,Pop music
4557,4557,Babyface,dance pop,Pop music,Jazz
4558,4558,Babyface,hip pop,Pop music,Jazz
4559,4559,Babyface,neo soul,Jazz,Jazz
4560,4560,Babyface,new jack swing,Blues music,Jazz
4561,4561,Babyface,pop christmas,Pop music,Jazz
4562,4562,Babyface,quiet storm,,Jazz
4563,4563,Babyface,r&b,,Jazz
4564,4564,Babyface,soul,Jazz,Jazz
4565,4565,Babyface,soul christmas,Jazz,Jazz
4566,4566,Babyface,urban contemporary,Gospel music,Jazz
4567,4567,Changing Faces,hip pop,Pop music,Gospel music
4568,4568,Changing Faces,neo soul,Jazz,Gospel music
4569,4569,Changing Faces,new jack swing,Blues music,Gospel music
4570,4570,Changing Faces,quiet storm,,Gospel music
4571,4571,Changing Faces,r&b,,Gospel music
4572,4572,Changing Faces,urban contemporary,Gospel music,Gospel music
4573,4573,Shawn Colvin,ectofolk,,Pop music
4574,4574,Shawn Colvin,folk,Pop music,Pop music
4575,4575,Shawn Colvin,folk christmas,Pop music,Pop music
4576,4576,Shawn Colvin,folk-pop,,Pop music
4577,4577,Shawn Colvin,lilith,,Pop music
4578,4578,Shawn Colvin,mellow gold,,Pop music
4579,4579,Shawn Colvin,new wave pop,Pop music,Pop music
4580,4580,Shawn Colvin,pop christmas,Pop music,Pop music
4581,4581,Shawn Colvin,pop rock,Pop music,Pop music
4582,4582,Shawn Colvin,singer-songwriter,,Pop music
4583,4583,Tim McGraw and Faith Hill,contemporary country,Country music,Country music
4584,4584,Tim McGraw and Faith Hill,country,Country music,Country music
4585,4585,Tim McGraw and Faith Hill,country road,Country music,Country music
4586,4586,Gina G,bubblegum dance,Dance music,Pop music
4587,4587,Gina G,dance pop,Pop music,Pop music
4588,4588,Gina G,eurodance,Hip hop,Pop music
4589,4589,Gina G,europop,Pop music,Pop music
4590,4590,Gina G,hip house,Hip hop,Pop music
4591,4591,Merril Bainbridge,australian pop,Pop music,Pop music
4592,4592,Merril Bainbridge,pop rock,Pop music,Pop music
4593,4593,New Edition,boy band,Pop music,Jazz
4594,4594,New Edition,funk,Jazz,Jazz
4595,4595,New Edition,hip pop,Pop music,Jazz
4596,4596,New Edition,neo soul,Jazz,Jazz
4597,4597,New Edition,new jack swing,Blues music,Jazz
4598,4598,New Edition,pop christmas,Pop music,Jazz
4599,4599,New Edition,quiet storm,,Jazz
4600,4600,New Edition,r&b,,Jazz
4601,4601,New Edition,soul christmas,Jazz,Jazz
4602,4602,New Edition,urban contemporary,Gospel music,Jazz
4603,4603,No Mercy,boy band,Pop music,Pop music
4604,4604,No Mercy,bubblegum dance,Dance music,Pop music
4605,4605,No Mercy,eurodance,Hip hop,Pop music
4606,4606,No Mercy,europop,Pop music,Pop music
4607,4607,No Mercy,hip house,Hip hop,Pop music
4608,4608,Foxy Brown,dirty south rap,Hip hop,Hip hop
4609,4609,Foxy Brown,east coast hip hop,Hip hop,Hip hop
4610,4610,Foxy Brown,gangster rap,Hip hop,Hip hop
4611,4611,Foxy Brown,hardcore hip hop,Hip hop,Hip hop
4612,4612,Foxy Brown,hip hop,Hip hop,Hip hop
4613,4613,Foxy Brown,hip pop,Pop music,Hip hop
4614,4614,Foxy Brown,pop rap,Pop music,Hip hop
4615,4615,Foxy Brown,r&b,,Hip hop
4616,4616,Foxy Brown,rap,Hip hop,Hip hop
4617,4617,Foxy Brown,southern hip hop,Hip hop,Hip hop
4618,4618,Journey,album rock,Rock music,Rock music
4619,4619,Journey,blues-rock,,Rock music
4620,4620,Journey,classic rock,Rock music,Rock music
4621,4621,Journey,hard rock,Rock music,Rock music
4622,4622,Journey,mellow gold,,Rock music
4623,4623,Journey,rock,Rock music,Rock music
4624,4624,Journey,soft rock,Rock music,Rock music
4625,4625,Mc Lyte,east coast hip hop,Hip hop,Hip hop
4626,4626,Mc Lyte,gangster rap,Hip hop,Hip hop
4627,4627,Mc Lyte,hardcore hip hop,Hip hop,Hip hop
4628,4628,Mc Lyte,hip hop,Hip hop,Hip hop
4629,4629,Mc Lyte,hip pop,Pop music,Hip hop
4630,4630,Mc Lyte,old school hip hop,Hip hop,Hip hop
4631,4631,Mc Lyte,rap,Hip hop,Hip hop
4632,4632,Donna Lewis,europop,Pop music,Pop music
4633,4633,Donna Lewis,folk christmas,Pop music,Pop music
4634,4634,Donna Lewis,lilith,,Pop music
4635,4635,Donna Lewis,new wave pop,Pop music,Pop music
4636,4636,Donna Lewis,pop christmas,Pop music,Pop music
4637,4637,Donna Lewis,pop rock,Pop music,Pop music
4638,4638,White Town,alternative rock,Rock music,Rock music
4639,4639,White Town,indie christmas,Alternative rock,Rock music
4640,4640,White Town,pop rock,Pop music,Rock music
4641,4641,Coolio,crunk,Fusion music,Hip hop
4642,4642,Coolio,dirty south rap,Hip hop,Hip hop
4643,4643,Coolio,g funk,Rock music,Hip hop
4644,4644,Coolio,gangster rap,Hip hop,Hip hop
4645,4645,Coolio,hardcore hip hop,Hip hop,Hip hop
4646,4646,Coolio,hip hop,Hip hop,Hip hop
4647,4647,Coolio,hip pop,Pop music,Hip hop
4648,4648,Coolio,pop rap,Pop music,Hip hop
4649,4649,Coolio,rap,Hip hop,Hip hop
4650,4650,Coolio,southern hip hop,Hip hop,Hip hop
4651,4651,Coolio,west coast rap,Hip hop,Hip hop
4652,4652,Eric Clapton,adult standards,Pop music,Rock music
4653,4653,Eric Clapton,album rock,Rock music,Rock music
4654,4654,Eric Clapton,art rock,Rock music,Rock music
4655,4655,Eric Clapton,blues-rock,,Rock music
4656,4656,Eric Clapton,british blues,Blues music,Rock music
4657,4657,Eric Clapton,classic funk rock,Rock music,Rock music
4658,4658,Eric Clapton,classic rock,Rock music,Rock music
4659,4659,Eric Clapton,country rock,Fusion music,Rock music
4660,4660,Eric Clapton,electric blues,Blues music,Rock music
4661,4661,Eric Clapton,folk,Pop music,Rock music
4662,4662,Eric Clapton,folk rock,Rock music,Rock music
4663,4663,Eric Clapton,funk rock,Fusion music,Rock music
4664,4664,Eric Clapton,hard rock,Rock music,Rock music
4665,4665,Eric Clapton,mellow gold,,Rock music
4666,4666,Eric Clapton,modern blues,Blues music,Rock music
4667,4667,Eric Clapton,psychedelic rock,Rock music,Rock music
4668,4668,Eric Clapton,rock,Rock music,Rock music
4669,4669,Eric Clapton,rockabilly,Fusion music,Rock music
4670,4670,Eric Clapton,roots rock,Rock music,Rock music
4671,4671,Eric Clapton,singer-songwriter,,Rock music
4672,4672,Eric Clapton,soft rock,Rock music,Rock music
4673,4673,Eric Clapton,soul,Jazz,Rock music
4674,4674,Eric Clapton,southern rock,Rock music,Rock music
4675,4675,Scarface,crunk,Fusion music,Hip hop
4676,4676,Scarface,dirty south rap,Hip hop,Hip hop
4677,4677,Scarface,gangster rap,Hip hop,Hip hop
4678,4678,Scarface,hardcore hip hop,Hip hop,Hip hop
4679,4679,Scarface,hip hop,Hip hop,Hip hop
4680,4680,Scarface,pop rap,Pop music,Hip hop
4681,4681,Scarface,rap,Hip hop,Hip hop
4682,4682,Scarface,southern hip hop,Hip hop,Hip hop
4683,4683,Scarface,trap music,Rock music,Hip hop
4684,4684,Bruce Springsteen,album rock,Rock music,Rock music
4685,4685,Bruce Springsteen,art rock,Rock music,Rock music
4686,4686,Bruce Springsteen,blues-rock,,Rock music
4687,4687,Bruce Springsteen,classic rock,Rock music,Rock music
4688,4688,Bruce Springsteen,folk-pop,,Rock music
4689,4689,Bruce Springsteen,hard rock,Rock music,Rock music
4690,4690,Bruce Springsteen,mellow gold,,Rock music
4691,4691,Bruce Springsteen,permanent wave,Electronic music,Rock music
4692,4692,Bruce Springsteen,pop christmas,Pop music,Rock music
4693,4693,Bruce Springsteen,pop rock,Pop music,Rock music
4694,4694,Bruce Springsteen,rock,Rock music,Rock music
4695,4695,Bruce Springsteen,roots rock,Rock music,Rock music
4696,4696,Bruce Springsteen,singer-songwriter,,Rock music
4697,4697,Bruce Springsteen,soft rock,Rock music,Rock music
4698,4698,Seal,mellow gold,,Pop music
4699,4699,Seal,new wave pop,Pop music,Pop music
4700,4700,Seal,pop rock,Pop music,Pop music
4701,4701,Seal,soft rock,Rock music,Pop music
4702,4702,Luscious Jackson,alternative pop,Pop music,Pop music
4703,4703,Luscious Jackson,alternative rock,Rock music,Pop music
4704,4704,Luscious Jackson,lilith,,Pop music
4705,4705,Luscious Jackson,pop rock,Pop music,Pop music
4706,4706,Warren G,crunk,Fusion music,Hip hop
4707,4707,Warren G,dirty south rap,Hip hop,Hip hop
4708,4708,Warren G,g funk,Rock music,Hip hop
4709,4709,Warren G,gangster rap,Hip hop,Hip hop
4710,4710,Warren G,hardcore hip hop,Hip hop,Hip hop
4711,4711,Warren G,hip hop,Hip hop,Hip hop
4712,4712,Warren G,pop rap,Pop music,Hip hop
4713,4713,Warren G,rap,Hip hop,Hip hop
4714,4714,Warren G,southern hip hop,Hip hop,Hip hop
4715,4715,Warren G,west coast rap,Hip hop,Hip hop
4716,4716,SWV,hip pop,Pop music,Jazz
4717,4717,SWV,neo soul,Jazz,Jazz
4718,4718,SWV,new jack swing,Blues music,Jazz
4719,4719,SWV,pop christmas,Pop music,Jazz
4720,4720,SWV,quiet storm,,Jazz
4721,4721,SWV,r&b,,Jazz
4722,4722,SWV,soul christmas,Jazz,Jazz
4723,4723,SWV,urban contemporary,Gospel music,Jazz
4724,4724,Michael Bolton,adult standards,Pop music,Rock music
4725,4725,Michael Bolton,album rock,Rock music,Rock music
4726,4726,Michael Bolton,mellow gold,,Rock music
4727,4727,Michael Bolton,new wave pop,Pop music,Rock music
4728,4728,Michael Bolton,soft rock,Rock music,Rock music
4729,4729,Real McCoy,bubblegum dance,Dance music,Hip hop
4730,4730,Real McCoy,eurodance,Hip hop,Hip hop
4731,4731,Real McCoy,europop,Pop music,Hip hop
4732,4732,Real McCoy,german techno,Techno,Hip hop
4733,4733,Real McCoy,hip house,Hip hop,Hip hop
4734,4734,Real McCoy,soul christmas,Jazz,Hip hop
4735,4735,Mr. President,bubblegum dance,Dance music,Hip hop
4736,4736,Mr. President,eurodance,Hip hop,Hip hop
4737,4737,Mr. President,europop,Pop music,Hip hop
4738,4738,Mr. President,german techno,Techno,Hip hop
4739,4739,Mr. President,hip house,Hip hop,Hip hop
4740,4740,Aqua,bubblegum dance,Dance music,Pop music
4741,4741,Aqua,dance pop,Pop music,Pop music
4742,4742,Aqua,eurodance,Hip hop,Pop music
4743,4743,Aqua,europop,Pop music,Pop music
4744,4744,Aqua,pop christmas,Pop music,Pop music
4745,4745,Cranberries,alternative rock,Rock music,Rock music
4746,4746,Cranberries,irish rock,Rock music,Rock music
4747,4747,Cranberries,new wave pop,Pop music,Rock music
4748,4748,Cranberries,pop rock,Pop music,Rock music
4749,4749,Cranberries,post-grunge,Alternative rock,Rock music
4750,4750,Cranberries,rock,Rock music,Rock music
4751,4751,DJ Kool,gangster rap,Hip hop,Hip hop
4752,4752,DJ Kool,hardcore hip hop,Hip hop,Hip hop
4753,4753,DJ Kool,hip hop,Hip hop,Hip hop
4754,4754,DJ Kool,old school hip hop,Hip hop,Hip hop
4755,4755,DJ Kool,rap,Hip hop,Hip hop
4756,4756,Tony Rich Project,neo soul,Jazz,Gospel music
4757,4757,Tony Rich Project,new jack swing,Blues music,Gospel music
4758,4758,Tony Rich Project,quiet storm,,Gospel music
4759,4759,Tony Rich Project,r&b,,Gospel music
4760,4760,Tony Rich Project,urban contemporary,Gospel music,Gospel music
4761,4761,Tracy Chapman,folk,Pop music,Pop music
4762,4762,Tracy Chapman,folk christmas,Pop music,Pop music
4763,4763,Tracy Chapman,folk-pop,,Pop music
4764,4764,Tracy Chapman,lilith,,Pop music
4765,4765,Tracy Chapman,mellow gold,,Pop music
4766,4766,Tracy Chapman,neo mellow,Alternative rock,Pop music
4767,4767,Tracy Chapman,new wave pop,Pop music,Pop music
4768,4768,Tracy Chapman,pop christmas,Pop music,Pop music
4769,4769,Tracy Chapman,pop rock,Pop music,Pop music
4770,4770,Tracy Chapman,rock,Rock music,Pop music
4771,4771,Tracy Chapman,singer-songwriter,,Pop music
4772,4772,Tracy Chapman,soft rock,Rock music,Pop music
4773,4773,Quad City Dj's,hip house,Hip hop,Hip hop
4774,4774,Quad City Dj's,miami bass,Hip hop,Hip hop
4775,4775,Everything But The Girl,art rock,Rock music,Electronic music
4776,4776,Everything But The Girl,dance rock,Rock music,Electronic music
4777,4777,Everything But The Girl,electronic,Electronic music,Electronic music
4778,4778,Everything But The Girl,new romantic,Blues music,Electronic music
4779,4779,Everything But The Girl,new wave,Electronic music,Electronic music
4780,4780,Everything But The Girl,new wave pop,Pop music,Electronic music
4781,4781,Everything But The Girl,pop rock,Pop music,Electronic music
4782,4782,Everything But The Girl,synthpop,Electronic music,Electronic music
4783,4783,Everything But The Girl,trip hop,Hip hop,Electronic music
4784,4784,Gin Blossoms,alternative rock,Rock music,Rock music
4785,4785,Gin Blossoms,grunge,Alternative rock,Rock music
4786,4786,Gin Blossoms,permanent wave,Electronic music,Rock music
4787,4787,Gin Blossoms,pop rock,Pop music,Rock music
4788,4788,Gin Blossoms,post-grunge,Alternative rock,Rock music
4789,4789,Gin Blossoms,rock,Rock music,Rock music
4790,4790,Jann Arden,ectofolk,,Pop music
4791,4791,Jann Arden,folk christmas,Pop music,Pop music
4792,4792,Jann Arden,lilith,,Pop music
4793,4793,Jann Arden,new wave pop,Pop music,Pop music
4794,4794,Jann Arden,pop christmas,Pop music,Pop music
4795,4795,Jann Arden,pop rock,Pop music,Pop music
4796,4796,La Bouche,bubblegum dance,Dance music,Hip hop
4797,4797,La Bouche,eurodance,Hip hop,Hip hop
4798,4798,La Bouche,europop,Pop music,Hip hop
4799,4799,La Bouche,german techno,Techno,Hip hop
4800,4800,La Bouche,hip house,Hip hop,Hip hop
4801,4801,Dishwalla,alternative metal,Heavy metal,Alternative rock
4802,4802,Dishwalla,alternative rock,Rock music,Alternative rock
4803,4803,Dishwalla,grunge,Alternative rock,Alternative rock
4804,4804,Dishwalla,neo mellow,Alternative rock,Alternative rock
4805,4805,Dishwalla,pop rock,Pop music,Alternative rock
4806,4806,Dishwalla,post-grunge,Alternative rock,Alternative rock
4807,4807,Dishwalla,rock,Rock music,Alternative rock
4808,4808,Joan Osborne,folk,Pop music,Pop music
4809,4809,Joan Osborne,folk christmas,Pop music,Pop music
4810,4810,Joan Osborne,lilith,,Pop music
4811,4811,Joan Osborne,mellow gold,,Pop music
4812,4812,Joan Osborne,new wave pop,Pop music,Pop music
4813,4813,Joan Osborne,pop christmas,Pop music,Pop music
4814,4814,Joan Osborne,pop rock,Pop music,Pop music
4815,4815,Joan Osborne,singer-songwriter,,Pop music
4816,4816,Natalie Merchant,anti-folk,,Pop music
4817,4817,Natalie Merchant,ectofolk,,Pop music
4818,4818,Natalie Merchant,folk,Pop music,Pop music
4819,4819,Natalie Merchant,folk christmas,Pop music,Pop music
4820,4820,Natalie Merchant,folk-pop,,Pop music
4821,4821,Natalie Merchant,lilith,,Pop music
4822,4822,Natalie Merchant,mellow gold,,Pop music
4823,4823,Natalie Merchant,neo mellow,Alternative rock,Pop music
4824,4824,Natalie Merchant,new wave pop,Pop music,Pop music
4825,4825,Natalie Merchant,pop christmas,Pop music,Pop music
4826,4826,Natalie Merchant,pop rock,Pop music,Pop music
4827,4827,Natalie Merchant,singer-songwriter,,Pop music
4828,4828,Deep Blue Something,alternative rock,Rock music,Pop music
4829,4829,Deep Blue Something,pop christmas,Pop music,Pop music
4830,4830,Deep Blue Something,pop rock,Pop music,Pop music
4831,4831,Deep Blue Something,post-grunge,Alternative rock,Pop music
4832,4832,Collective Soul,alternative metal,Heavy metal,Rock music
4833,4833,Collective Soul,alternative rock,Rock music,Rock music
4834,4834,Collective Soul,funk rock,Fusion music,Rock music
4835,4835,Collective Soul,grunge,Alternative rock,Rock music
4836,4836,Collective Soul,nu metal,Heavy metal,Rock music
4837,4837,Collective Soul,pop rock,Pop music,Rock music
4838,4838,Collective Soul,post-grunge,Alternative rock,Rock music
4839,4839,Collective Soul,rock,Rock music,Rock music
4840,4840,3t,boy band,Pop music,Gospel music
4841,4841,3t,new jack swing,Blues music,Gospel music
4842,4842,3t,r&b,,Gospel music
4843,4843,3t,soul christmas,Jazz,Gospel music
4844,4844,3t,urban contemporary,Gospel music,Gospel music
4845,4845,The Smashing Pumpkins,alternative metal,Heavy metal,Rock music
4846,4846,The Smashing Pumpkins,alternative rock,Rock music,Rock music
4847,4847,The Smashing Pumpkins,blues-rock,,Rock music
4848,4848,The Smashing Pumpkins,funk rock,Fusion music,Rock music
4849,4849,The Smashing Pumpkins,garage rock,Rock music,Rock music
4850,4850,The Smashing Pumpkins,grunge,Alternative rock,Rock music
4851,4851,The Smashing Pumpkins,indie rock,Rock music,Rock music
4852,4852,The Smashing Pumpkins,nu metal,Heavy metal,Rock music
4853,4853,The Smashing Pumpkins,permanent wave,Electronic music,Rock music
4854,4854,The Smashing Pumpkins,pop christmas,Pop music,Rock music
4855,4855,The Smashing Pumpkins,pop rock,Pop music,Rock music
4856,4856,The Smashing Pumpkins,post-grunge,Alternative rock,Rock music
4857,4857,The Smashing Pumpkins,rock,Rock music,Rock music
4858,4858,Hootie and The Blowfish,alternative rock,Rock music,Rock music
4859,4859,Hootie and The Blowfish,jam band,Jazz,Rock music
4860,4860,Hootie and The Blowfish,mellow gold,,Rock music
4861,4861,Hootie and The Blowfish,neo mellow,Alternative rock,Rock music
4862,4862,Hootie and The Blowfish,pop christmas,Pop music,Rock music
4863,4863,Hootie and The Blowfish,pop rock,Pop music,Rock music
4864,4864,Hootie and The Blowfish,post-grunge,Alternative rock,Rock music
4865,4865,Hootie and The Blowfish,rock,Rock music,Rock music
4866,4866,Color Me Badd,boy band,Pop music,Gospel music
4867,4867,Color Me Badd,freestyle,Hip hop,Gospel music
4868,4868,Color Me Badd,new jack swing,Blues music,Gospel music
4869,4869,Color Me Badd,quiet storm,,Gospel music
4870,4870,Color Me Badd,r&b,,Gospel music
4871,4871,Color Me Badd,urban contemporary,Gospel music,Gospel music
4872,4872,Oasis,alternative rock,Rock music,Rock music
4873,4873,Oasis,britpop,Alternative rock,Rock music
4874,4874,Oasis,garage rock,Rock music,Rock music
4875,4875,Oasis,indie rock,Rock music,Rock music
4876,4876,Oasis,permanent wave,Electronic music,Rock music
4877,4877,Oasis,pop rock,Pop music,Rock music
4878,4878,Oasis,rock,Rock music,Rock music
4879,4879,Groove Theory,hip pop,Pop music,Gospel music
4880,4880,Groove Theory,neo soul,Jazz,Gospel music
4881,4881,Groove Theory,new jack swing,Blues music,Gospel music
4882,4882,Groove Theory,quiet storm,,Gospel music
4883,4883,Groove Theory,r&b,,Gospel music
4884,4884,Groove Theory,urban contemporary,Gospel music,Gospel music
4885,4885,Blues Traveler,alternative rock,Rock music,Rock music
4886,4886,Blues Traveler,blues-rock,,Rock music
4887,4887,Blues Traveler,jam band,Jazz,Rock music
4888,4888,Blues Traveler,modern blues,Blues music,Rock music
4889,4889,Blues Traveler,pop christmas,Pop music,Rock music
4890,4890,Blues Traveler,pop rock,Pop music,Rock music
4891,4891,Blues Traveler,post-grunge,Alternative rock,Rock music
4892,4892,Blues Traveler,rock,Rock music,Rock music
